,,,,,"TR = 30",,,"TR = 50",,,"TR = 72",,,"TR = 101",,,"TR = 140",,,"TR = 201",,,"TR = 475",,,"TR = 975",,,"TR = 2475",
"OBJECTID","ID","LON","LAT","T30ag","T30F0","T30Tc","T50ag","T50F0","T50Tc","T72ag","T72F0","T72Tc","T101ag","T101F0","T101Tc","T140ag","T140F0","T140Tc","T201ag","T201F0","T201Tc","T475ag","T475F0","T475Tc","T975ag","T975F0","T975Tc","T2475ag","T2475F0","T2475Tc"
90,16889,6.920076,44.30301,0.2907,2.4711,0.19276,0.37441,2.5393,0.20818,0.4476,2.5205,0.22063,0.52642,2.5351,0.23597,0.60349,2.5627,0.25131,0.71942,2.5326,0.26251,1.0542,2.5192,0.28275,1.4331,2.5037,0.2969,2.0902,2.5028,0.3122
91,11341,6.924383,45.557,0.31211,2.456,0.1994,0.39354,2.5204,0.21875,0.473,2.4746,0.23663,0.54984,2.4944,0.24043,0.63207,2.4946,0.25358,0.74176,2.4707,0.2617,1.0539,2.4539,0.27373,1.3776,2.4564,0.28206,1.8778,2.4623,0.2935
92,14226,6.925035,44.90508,0.37331,2.4569,0.20328,0.48523,2.4438,0.22598,0.5702,2.4766,0.23092,0.66411,2.4745,0.24327,0.76299,2.4732,0.24867,0.88608,2.4711,0.25584,1.2211,2.4841,0.26851,1.5525,2.5082,0.27676,2.0462,2.5316,0.29189
93,17111,6.925544,44.25315,0.27875,2.4866,0.18975,0.36071,2.5388,0.20553,0.4263,2.5445,0.21922,0.5036,2.5384,0.23525,0.57825,2.5624,0.24964,0.68429,2.5442,0.26239,0.9977,2.5388,0.28371,1.3616,2.503,0.29931,1.9845,2.5121,0.31418
94,11563,6.929961,45.50714,0.31771,2.4581,0.2002,0.40346,2.5077,0.21857,0.4855,2.4645,0.23598,0.56231,2.4893,0.23972,0.64811,2.4844,0.25209,0.75646,2.4748,0.25996,1.0688,2.464,0.27241,1.3892,2.4686,0.28074,1.8864,2.4705,0.29308
95,14448,6.930357,44.85523,0.37146,2.459,0.20316,0.48188,2.4472,0.22597,0.5663,2.4782,0.23102,0.65838,2.4784,0.24362,0.75662,2.4744,0.24932,0.8778,2.4746,0.25657,1.2094,2.486,0.26961,1.5394,2.5075,0.27774,2.031,2.5284,0.29301
96,17333,6.930867,44.20331,0.26528,2.5066,0.17676,0.34495,2.5385,0.20218,0.4014,2.5796,0.21708,0.4764,2.5426,0.23422,0.54881,2.5681,0.24314,0.64014,2.5731,0.26029,0.93133,2.5443,0.28668,1.2586,2.5255,0.30017,1.8318,2.5194,0.31824
97,11785,6.93545,45.45729,0.32775,2.4477,0.20161,0.42048,2.4773,0.2184,0.5037,2.4546,0.23469,0.58162,2.482,0.23912,0.67382,2.4722,0.25071,0.78204,2.4792,0.2579,1.1002,2.4698,0.27075,1.4199,2.4806,0.27898,1.9134,2.4853,0.29292
98,14670,6.935846,44.80538,0.36924,2.46,0.20297,0.47821,2.4499,0.22594,0.5621,2.4793,0.23112,0.65252,2.4815,0.24401,0.75026,2.475,0.25166,0.86966,2.4773,0.25738,1.1983,2.4866,0.27086,1.5272,2.506,0.27892,2.0171,2.5252,0.29432
99,14892,6.941246,44.75553,0.36707,2.4591,0.20285,0.47481,2.4515,0.22592,0.5584,2.4791,0.23138,0.64739,2.4833,0.24445,0.74482,2.4751,0.25233,0.86287,2.4784,0.25826,1.1903,2.4843,0.27225,1.5179,2.5034,0.28034,2.0071,2.5219,0.29592
100,15114,6.946725,44.70567,0.36491,2.4565,0.20277,0.47161,2.4522,0.22588,0.5551,2.4778,0.23171,0.64287,2.4839,0.2449,0.74018,2.4741,0.25301,0.85726,2.4782,0.25915,1.1842,2.4809,0.27374,1.5116,2.4981,0.28221,2.0015,2.5176,0.29733
101,9566,6.951637,45.95964,0.36791,2.3755,0.2085,0.49325,2.3622,0.23486,0.5896,2.4098,0.24476,0.70332,2.3764,0.25556,0.81747,2.3826,0.26091,0.96497,2.3748,0.26686,1.3811,2.3569,0.27846,1.816,2.3329,0.28999,2.5572,2.2802,0.30648
102,15336,6.952088,44.65582,0.36248,2.4508,0.20268,0.46818,2.4525,0.21732,0.5515,2.4766,0.23198,0.63824,2.4842,0.24531,0.73556,2.4726,0.25364,0.85187,2.4772,0.26002,1.1792,2.4767,0.27532,1.5075,2.4905,0.28443,2.0004,2.5113,0.29884
103,9788,6.957108,45.90979,0.35627,2.3877,0.20776,0.47237,2.3741,0.23626,0.5656,2.4238,0.24387,0.6689,2.4155,0.25482,0.77866,2.4121,0.25988,0.9204,2.4003,0.26541,1.3161,2.3749,0.27811,1.7466,2.3307,0.28868,2.4617,2.2733,0.30547
104,12673,6.95725,45.25788,0.37718,2.4244,0.20498,0.50273,2.4016,0.22689,0.5965,2.438,0.23107,0.7062,2.4217,0.24206,0.81492,2.4319,0.24581,0.95141,2.4313,0.25236,1.3117,2.4596,0.26402,1.6542,2.4935,0.27266,2.1562,2.5397,0.28525
105,15558,6.95756,44.60596,0.35997,2.4386,0.20224,0.46506,2.4506,0.21735,0.5486,2.4735,0.2322,0.63482,2.4822,0.24567,0.73258,2.4691,0.25418,0.849,2.4736,0.2608,1.1788,2.4701,0.2769,1.5113,2.4795,0.28686,2.0132,2.5017,0.30054
106,10010,6.962605,45.85994,0.34473,2.3998,0.20691,0.45119,2.4005,0.23583,0.5408,2.4125,0.24183,0.63248,2.4477,0.25342,0.73846,2.4476,0.25927,0.86744,2.4484,0.26414,1.2499,2.3876,0.27847,1.6724,2.3231,0.28736,2.3355,2.2854,0.30391
107,12895,6.962773,45.20803,0.38487,2.4264,0.20508,0.5121,2.4054,0.22708,0.6068,2.4347,0.23216,0.71788,2.4181,0.24286,0.82767,2.431,0.2477,0.96323,2.4341,0.25309,1.3262,2.456,0.26416,1.6714,2.4893,0.27259,2.1727,2.5428,0.28472
108,15780,6.96283,44.55611,0.35606,2.4334,0.20132,0.46264,2.4405,0.21757,0.547,2.4685,0.23235,0.63395,2.4767,0.24598,0.73308,2.4621,0.25459,0.85159,2.465,0.26136,1.1885,2.4593,0.27821,1.5316,2.4632,0.2893,2.0547,2.4907,0.30393
109,10232,6.968096,45.81009,0.3341,2.4123,0.20589,0.43149,2.4353,0.23428,0.5177,2.4191,0.24337,0.59848,2.4673,0.25459,0.70008,2.4553,0.26146,0.81591,2.4811,0.2647,1.1869,2.4063,0.27809,1.5615,2.3761,0.28636,2.1252,2.4011,0.3009
110,16002,6.96818,44.50627,0.3502,2.44,0.19973,0.45918,2.4273,0.21714,0.5465,2.4476,0.23278,0.63544,2.4631,0.24628,0.73712,2.452,0.25482,0.86015,2.4513,0.26164,1.2112,2.4421,0.27901,1.5727,2.4416,0.29142,2.1338,2.4764,0.30539
111,13117,6.968265,45.15817,0.38869,2.4327,0.20574,0.51685,2.4089,0.22752,0.6124,2.4344,0.23279,0.72251,2.421,0.24326,0.83164,2.4362,0.24805,0.96664,2.4388,0.25363,1.3291,2.458,0.26444,1.6743,2.4903,0.27288,2.1748,2.5445,0.28492
112,16224,6.973611,44.45641,0.3429,2.4522,0.19869,0.44996,2.4462,0.2161,0.5404,2.4449,0.23233,0.63294,2.4449,0.24602,0.73981,2.4228,0.25514,0.86992,2.4202,0.26156,1.2406,2.4135,0.27891,1.6195,2.4244,0.29153,2.2127,2.4828,0.30578
113,10454,6.973639,45.76024,0.32518,2.4247,0.20477,0.41478,2.4693,0.22358,0.498,2.4402,0.2431,0.57605,2.4687,0.25425,0.66736,2.4656,0.26298,0.77682,2.4882,0.26696,1.0997,2.5,0.2769,1.4378,2.4904,0.28462,1.9603,2.5146,0.29807
114,13339,6.973668,45.10833,0.39071,2.4353,0.20636,0.51868,2.4129,0.22767,0.6138,2.4377,0.23307,0.7227,2.4264,0.24348,0.83127,2.4412,0.24837,0.96582,2.4427,0.2539,1.3275,2.4599,0.26471,1.671,2.493,0.27317,2.1712,2.5448,0.28533
115,16446,6.97901,44.40656,0.33433,2.4699,0.19678,0.43712,2.4765,0.21574,0.5282,2.4656,0.23231,0.61787,2.4742,0.24579,0.72651,2.4466,0.25501,0.85681,2.4429,0.26205,1.2373,2.4297,0.28006,1.6357,2.4393,0.29358,2.2781,2.4848,0.30947
116,13561,6.979066,45.05847,0.39161,2.4384,0.20658,0.51887,2.4166,0.22763,0.6132,2.4415,0.23315,0.72121,2.4306,0.24363,0.82899,2.4452,0.24855,0.96319,2.4454,0.254,1.3239,2.4615,0.26504,1.6653,2.496,0.27352,2.1655,2.5445,0.28583
117,10676,6.979178,45.71038,0.3185,2.4366,0.20309,0.40208,2.4991,0.22255,0.4829,2.4595,0.24215,0.55865,2.4903,0.25132,0.64184,2.4924,0.26019,0.7528,2.4756,0.26804,1.0758,2.4615,0.27797,1.4061,2.4717,0.28532,1.9168,2.4948,0.29747
118,16668,6.984376,44.3567,0.32692,2.451,0.1994,0.42369,2.506,0.21415,0.5119,2.4944,0.2316,0.59592,2.5179,0.24472,0.70401,2.4822,0.25483,0.83092,2.482,0.26276,1.2144,2.4669,0.28113,1.6277,2.4695,0.29592,2.3151,2.4855,0.31218
119,13783,6.984545,45.00862,0.39192,2.441,0.20651,0.51834,2.4198,0.22759,0.6117,2.4454,0.23319,0.7192,2.4336,0.24377,0.82612,2.4481,0.24872,0.95999,2.4475,0.25405,1.3182,2.4657,0.26545,1.6586,2.4988,0.27403,2.1586,2.544,0.28647
120,10898,6.984545,45.66053,0.31469,2.4468,0.20159,0.39601,2.5135,0.22132,0.4735,2.4772,0.24073,0.54892,2.5026,0.2444,0.63229,2.4982,0.25769,0.74372,2.4722,0.26599,1.061,2.4424,0.27764,1.3877,2.4563,0.28529,1.8916,2.4699,0.29665
121,16890,6.989682,44.30685,0.31728,2.4487,0.19745,0.40952,2.5225,0.21248,0.498,2.493,0.23069,0.58096,2.522,0.23815,0.68225,2.5055,0.25208,0.80224,2.52,0.26197,1.1816,2.5,0.28198,1.5982,2.4925,0.29758,2.3154,2.4952,0.31355
122,14005,6.989934,44.95876,0.39166,2.4431,0.2064,0.51724,2.4221,0.22757,0.6096,2.4491,0.23316,0.71681,2.4357,0.24389,0.82285,2.4503,0.24895,0.95639,2.4486,0.25416,1.3115,2.4705,0.26601,1.6509,2.5022,0.27464,2.1506,2.5436,0.28725
123,11120,6.990103,45.61067,0.31414,2.4543,0.20087,0.3948,2.5217,0.2204,0.4725,2.4818,0.23905,0.54981,2.5001,0.24232,0.63254,2.4978,0.25568,0.74278,2.4733,0.26394,1.0563,2.4495,0.27587,1.3805,2.4541,0.28421,1.881,2.4643,0.29513
124,17112,6.99504,44.257,0.30521,2.4485,0.19481,0.39318,2.5323,0.21044,0.4781,2.4936,0.22901,0.5603,2.5245,0.23672,0.65404,2.5216,0.2515,0.77384,2.5221,0.26172,1.1451,2.4937,0.2841,1.5563,2.4815,0.29921,2.2595,2.5,0.31478
125,14227,6.995349,44.90891,0.39111,2.4446,0.20631,0.5159,2.424,0.22757,0.607,2.4536,0.23315,0.71314,2.4413,0.24401,0.81823,2.4558,0.24924,0.95102,2.4527,0.25449,1.3044,2.4754,0.26656,1.6429,2.5061,0.27541,2.1421,2.5433,0.28823
126,11342,6.995489,45.56082,0.31693,2.4582,0.2009,0.39887,2.5213,0.21984,0.4808,2.4728,0.23751,0.55803,2.4943,0.24113,0.64305,2.4892,0.25382,0.75224,2.4712,0.26184,1.0653,2.4589,0.27383,1.3867,2.4645,0.2821,1.8844,2.4685,0.29407
127,17334,7.00031,44.20715,0.29107,2.466,0.19198,0.37676,2.5329,0.20646,0.4528,2.51,0.2189,0.53328,2.5285,0.23551,0.61507,2.5486,0.25135,0.73323,2.5249,0.26301,1.081,2.4986,0.28653,1.4697,2.49,0.3004,2.1366,2.5034,0.31661
128,14449,7.000647,44.85905,0.39005,2.4455,0.20618,0.51401,2.425,0.22759,0.6032,2.4604,0.23322,0.7089,2.4467,0.24422,0.81278,2.4603,0.24981,0.94521,2.4553,0.25509,1.2968,2.4802,0.26689,1.6343,2.51,0.27637,2.1332,2.5427,0.28939
129,11564,7.000927,45.51097,0.32319,2.4589,0.20159,0.41285,2.4947,0.21926,0.4965,2.4606,0.23602,0.57495,2.4832,0.24023,0.66603,2.4707,0.25192,0.77538,2.4723,0.25924,1.0943,2.4635,0.27163,1.4152,2.4752,0.27964,1.9102,2.482,0.29326
130,17556,7.005604,44.15729,0.27562,2.4879,0.1781,0.3586,2.5333,0.20309,0.4242,2.5424,0.2172,0.50227,2.5327,0.23432,0.57761,2.5575,0.25001,0.68387,2.5384,0.26376,0.99579,2.5298,0.28729,1.3506,2.5157,0.3012,1.9628,2.5111,0.31989
131,14671,7.006108,44.8092,0.38841,2.4457,0.20594,0.51108,2.4271,0.22766,0.5991,2.4655,0.23331,0.70416,2.4505,0.24456,0.80679,2.4644,0.25046,0.93891,2.4573,0.25579,1.2888,2.4815,0.26775,1.6252,2.5137,0.27743,2.124,2.5418,0.29073
132,11786,7.006444,45.46111,0.33455,2.4473,0.20292,0.43317,2.4596,0.21899,0.5197,2.4455,0.23445,0.60112,2.4703,0.23974,0.70177,2.4515,0.25016,0.81577,2.4623,0.25662,1.1463,2.4622,0.26909,1.4735,2.4817,0.27674,1.9667,2.5022,0.29122
133,14893,7.011398,44.75935,0.38663,2.4449,0.20563,0.50817,2.4277,0.22777,0.5958,2.4669,0.23345,0.6996,2.4527,0.245,0.80103,2.4675,0.25121,0.93285,2.4579,0.25669,1.281,2.4805,0.26902,1.6165,2.5155,0.27834,2.1151,2.5404,0.2925
134,12008,7.011762,45.41126,0.34843,2.4363,0.20456,0.45769,2.424,0.22782,0.548,2.4368,0.2325,0.64145,2.444,0.24343,0.74525,2.4363,0.24848,0.87043,2.4429,0.25461,1.2122,2.4616,0.26647,1.5479,2.4929,0.27412,2.045,2.5255,0.28896
135,15115,7.016796,44.70949,0.38458,2.4437,0.20525,0.50525,2.4259,0.22794,0.5925,2.4663,0.23366,0.69497,2.454,0.24549,0.79584,2.4678,0.252,0.92658,2.4577,0.25773,1.2729,2.479,0.27051,1.6073,2.5129,0.27998,2.1057,2.5402,0.29459
136,12230,7.017299,45.3614,0.36287,2.4268,0.20535,0.48245,2.4029,0.22774,0.5761,2.4322,0.23101,0.68035,2.4253,0.24255,0.78691,2.432,0.24675,0.92126,2.4303,0.25296,1.2762,2.462,0.26401,1.6157,2.5032,0.27265,2.1174,2.5373,0.28634
137,15337,7.022161,44.65964,0.38196,2.4423,0.20477,0.50204,2.4216,0.22807,0.589,2.4639,0.23392,0.68998,2.4548,0.24601,0.79046,2.4666,0.25284,0.91994,2.4571,0.25882,1.2645,2.4768,0.27221,1.5984,2.509,0.28196,2.0974,2.5379,0.29739
138,12452,7.022636,45.31155,0.37572,2.4207,0.20581,0.50292,2.3941,0.22756,0.5973,2.432,0.2317,0.70877,2.4131,0.2426,0.81894,2.4234,0.24617,0.95552,2.4268,0.25269,1.3192,2.4515,0.26375,1.6619,2.4894,0.2721,2.1632,2.5418,0.2844
139,9567,7.023195,45.96346,0.38065,2.3835,0.20992,0.51312,2.3612,0.23532,0.6147,2.4096,0.2461,0.73458,2.3771,0.25536,0.86012,2.3718,0.2605,1.0151,2.3648,0.26726,1.456,2.3484,0.2793,1.9236,2.3183,0.29052,2.6881,2.287,0.3062
140,15559,7.027523,44.60978,0.37877,2.4426,0.204,0.49895,2.4151,0.22807,0.5859,2.4587,0.23395,0.6859,2.4529,0.2466,0.78623,2.4639,0.25361,0.91495,2.455,0.25989,1.2592,2.4727,0.27402,1.5946,2.5025,0.28426,2.0971,2.5312,0.29995
141,12674,7.028081,45.2617,0.3843,2.4262,0.20617,0.51392,2.3971,0.22844,0.6115,2.4227,0.23326,0.72329,2.4108,0.2435,0.83403,2.4267,0.24811,0.97012,2.4308,0.25362,1.3349,2.4528,0.26389,1.6834,2.4838,0.27218,2.184,2.5447,0.28394
142,9789,7.028611,45.9136,0.36725,2.3945,0.20909,0.48929,2.3657,0.23761,0.5838,2.4352,0.24476,0.69455,2.413,0.25525,0.80756,2.4177,0.25968,0.95648,2.402,0.26623,1.3702,2.377,0.27822,1.8315,2.3179,0.28932,2.5598,2.2804,0.30586
143,15781,7.032768,44.55993,0.37507,2.4444,0.20322,0.49508,2.4123,0.22797,0.5844,2.4461,0.23391,0.68451,2.4437,0.24707,0.78535,2.4561,0.25451,0.91478,2.4495,0.26147,1.2626,2.465,0.2757,1.6034,2.4899,0.2871,2.118,2.5201,0.30157
144,12896,7.033549,45.21183,0.38972,2.4301,0.20735,0.52143,2.4019,0.22842,0.6209,2.4209,0.23363,0.7306,2.416,0.24362,0.8425,2.4315,0.24834,0.97793,2.4338,0.25362,1.3416,2.4564,0.26418,1.6898,2.4866,0.2724,2.1908,2.5452,0.28426
145,10011,7.034051,45.86375,0.35374,2.4054,0.20809,0.46471,2.3931,0.23704,0.555,2.4189,0.24684,0.65156,2.4417,0.25428,0.75803,2.4517,0.25994,0.89313,2.443,0.26525,1.2901,2.3757,0.27888,1.7242,2.3104,0.28838,2.3686,2.3082,0.30419
146,16003,7.038122,44.51007,0.37051,2.4494,0.20254,0.49055,2.417,0.22725,0.5819,2.4413,0.23317,0.68595,2.4237,0.24738,0.78869,2.4368,0.25495,0.92104,2.4331,0.26219,1.2788,2.4522,0.27697,1.6335,2.4702,0.29005,2.1737,2.5105,0.30362
147,13118,7.038874,45.16198,0.39382,2.4368,0.20736,0.52628,2.4095,0.22806,0.6255,2.4288,0.23358,0.73529,2.4207,0.24351,0.84754,2.4335,0.24841,0.9821,2.4357,0.25362,1.3439,2.4605,0.26434,1.6917,2.4891,0.27263,2.1922,2.5464,0.28455
148,10233,7.039487,45.8139,0.34106,2.417,0.20699,0.44165,2.429,0.23531,0.5279,2.4248,0.24333,0.61134,2.4577,0.25616,0.7125,2.4511,0.26316,0.82943,2.4766,0.26657,1.1692,2.4753,0.27946,1.5214,2.463,0.28736,2.0457,2.5151,0.3017
149,16225,7.043443,44.46022,0.36455,2.4632,0.20146,0.48423,2.4275,0.22693,0.5771,2.4488,0.23267,0.68206,2.4299,0.24689,0.78957,2.4286,0.25507,0.92857,2.4118,0.2626,1.3069,2.4203,0.27779,1.6853,2.44,0.29163,2.2664,2.4971,0.30512
150,13340,7.044167,45.11213,0.39651,2.4425,0.20724,0.52896,2.4161,0.22766,0.6276,2.4348,0.23348,0.73694,2.4259,0.24355,0.84867,2.4372,0.24857,0.98264,2.4397,0.25374,1.3441,2.4624,0.2646,1.6916,2.4903,0.27293,2.1917,2.5472,0.28482
151,10455,7.044919,45.76404,0.33017,2.429,0.20575,0.42181,2.4648,0.22423,0.5047,2.4452,0.24319,0.58229,2.4739,0.25528,0.67429,2.4615,0.26446,0.78207,2.4889,0.26862,1.1073,2.4844,0.2795,1.4419,2.4878,0.28619,1.9555,2.51,0.30021
152,16447,7.048733,44.41035,0.35924,2.4644,0.19994,0.47442,2.4505,0.22599,0.5686,2.4634,0.2323,0.67342,2.4467,0.24686,0.78342,2.4431,0.25518,0.92543,2.4256,0.263,1.3186,2.4275,0.27899,1.7196,2.4429,0.29345,2.3513,2.502,0.30881
153,13562,7.049651,45.06227,0.39829,2.4473,0.20709,0.53041,2.4206,0.2275,0.6282,2.4398,0.23353,0.73683,2.4309,0.24375,0.84797,2.4418,0.24889,0.98158,2.4435,0.254,1.3433,2.4631,0.26493,1.6906,2.4907,0.27331,2.1905,2.5477,0.28511
154,10677,7.050375,45.71418,0.32181,2.4404,0.20406,0.40638,2.4969,0.22318,0.4865,2.465,0.2424,0.56163,2.4958,0.25209,0.64471,2.4978,0.26075,0.75616,2.4758,0.2689,1.0771,2.4527,0.28032,1.404,2.4639,0.28735,1.909,2.4803,0.29935
155,16669,7.054018,44.3605,0.35247,2.4614,0.19823,0.46558,2.4569,0.22438,0.5573,2.4822,0.23097,0.65653,2.4823,0.24607,0.76831,2.4696,0.255,0.91078,2.4506,0.26347,1.315,2.4506,0.28002,1.7378,2.4611,0.29634,2.4253,2.4998,0.31258
156,13784,7.054992,45.01241,0.39947,2.4514,0.20691,0.53119,2.4235,0.22748,0.6286,2.4417,0.23368,0.73592,2.4355,0.24405,0.84647,2.4467,0.24932,0.97984,2.4472,0.2544,1.3421,2.4633,0.26534,1.6892,2.491,0.27379,2.189,2.5482,0.28546
157,10899,7.055826,45.66433,0.31662,2.4505,0.20233,0.39754,2.5163,0.22201,0.4749,2.4811,0.24116,0.54985,2.5066,0.24502,0.63279,2.5024,0.25823,0.74333,2.4774,0.26657,1.0578,2.4443,0.27861,1.3824,2.4537,0.28664,1.8832,2.4671,0.29727
158,16891,7.059356,44.31064,0.34328,2.4588,0.19567,0.45323,2.4636,0.21506,0.5457,2.4808,0.23045,0.64245,2.4881,0.24488,0.75245,2.4797,0.25442,0.89044,2.4761,0.26361,1.2932,2.4835,0.28081,1.7332,2.4813,0.298,2.4707,2.4988,0.31499
159,14006,7.060384,44.96255,0.40009,2.4542,0.2068,0.5314,2.4254,0.22753,0.6285,2.4427,0.23393,0.7355,2.4361,0.24443,0.84529,2.4494,0.24986,0.97884,2.4485,0.25485,1.3408,2.4635,0.2658,1.6877,2.4915,0.27431,2.1872,2.5489,0.2859
160,11121,7.061245,45.61447,0.31532,2.4572,0.2014,0.3956,2.5237,0.22097,0.473,2.4841,0.23959,0.54993,2.5032,0.24283,0.63225,2.501,0.25612,0.7419,2.4769,0.26432,1.0532,2.4542,0.27597,1.3757,2.4583,0.28433,1.8736,2.4642,0.29561
161,17113,7.064633,44.26078,0.33099,2.4445,0.19823,0.43534,2.483,0.2137,0.5276,2.4822,0.23043,0.61862,2.5019,0.24416,0.72973,2.4829,0.25418,0.86495,2.4846,0.26402,1.2704,2.482,0.28219,1.7137,2.4815,0.2993,2.47,2.4978,0.31663
162,14228,7.065661,44.9127,0.40035,2.4557,0.20677,0.53122,2.4265,0.22765,0.6282,2.443,0.2342,0.73492,2.4359,0.24487,0.84434,2.4502,0.25058,0.97769,2.4496,0.25542,1.3391,2.4648,0.26639,1.6858,2.4926,0.27494,2.1851,2.5497,0.28647
163,11343,7.066549,45.56462,0.31799,2.4601,0.20124,0.39957,2.5241,0.22037,0.4824,2.4729,0.23787,0.56022,2.4931,0.24148,0.64666,2.4855,0.25395,0.75658,2.4687,0.26174,1.0722,2.4586,0.27313,1.3935,2.4675,0.28125,1.8898,2.4749,0.29387
164,17335,7.069851,44.21093,0.31559,2.4519,0.19559,0.41236,2.5128,0.21111,0.5035,2.4852,0.22871,0.58884,2.5154,0.23865,0.6962,2.4921,0.25247,0.82416,2.5017,0.26388,1.222,2.4822,0.28481,1.6605,2.479,0.3002,2.4026,2.4989,0.31768
165,14450,7.070989,44.86285,0.39994,2.4573,0.20678,0.53048,2.4278,0.22775,0.6274,2.443,0.23448,0.73392,2.436,0.24526,0.84295,2.4504,0.25111,0.97615,2.4512,0.25601,1.3371,2.4662,0.26713,1.6836,2.4936,0.27573,2.1825,2.5494,0.28733
166,11565,7.072016,45.51476,0.32447,2.4602,0.2018,0.41531,2.4927,0.21965,0.5012,2.456,0.23617,0.58169,2.4766,0.24033,0.67762,2.4586,0.25145,0.79013,2.4639,0.25822,1.1209,2.4549,0.26991,1.4487,2.4727,0.27733,1.9445,2.4944,0.29081
167,17557,7.075094,44.16107,0.29954,2.4615,0.19269,0.39011,2.5279,0.20772,0.4751,2.4887,0.22769,0.55872,2.5197,0.23693,0.65364,2.5167,0.2525,0.77535,2.5178,0.26362,1.1512,2.4823,0.28709,1.5624,2.4886,0.30088,2.2677,2.4997,0.31884
168,14672,7.076314,44.81298,0.39926,2.4573,0.20679,0.52938,2.4284,0.22784,0.6263,2.4422,0.2347,0.7327,2.4353,0.24567,0.84138,2.45,0.25161,0.97443,2.4525,0.25674,1.3348,2.4675,0.26801,1.681,2.4947,0.27669,2.1797,2.5486,0.28848
169,11787,7.07734,45.4649,0.33623,2.4491,0.20299,0.43801,2.4526,0.21925,0.5283,2.4365,0.23425,0.61658,2.4507,0.24407,0.72199,2.4323,0.2493,0.84553,2.4393,0.25512,1.1903,2.4493,0.2667,1.5286,2.4811,0.27361,2.0275,2.5189,0.28789
170,14894,7.081607,44.76313,0.39854,2.4568,0.20672,0.52835,2.4282,0.22791,0.6253,2.4408,0.23941,0.73182,2.4333,0.24612,0.84024,2.4482,0.25218,0.97312,2.4532,0.25742,1.3328,2.4688,0.26904,1.6782,2.4965,0.27786,2.1766,2.5474,0.28993
171,12009,7.082742,45.41504,0.35035,2.437,0.20468,0.4641,2.4129,0.22824,0.5585,2.4269,0.23186,0.65973,2.4245,0.24272,0.76833,2.4195,0.24737,0.90246,2.4218,0.25291,1.2604,2.4502,0.26368,1.602,2.4936,0.2718,2.1061,2.5333,0.28524
172,15116,7.086896,44.71327,0.39752,2.4557,0.20656,0.52698,2.4274,0.22795,0.6235,2.4405,0.23964,0.73076,2.4299,0.2466,0.83892,2.445,0.2528,0.97159,2.4512,0.25815,1.3303,2.4702,0.27022,1.6744,2.4991,0.27927,2.1727,2.5459,0.29157
173,12231,7.088169,45.36518,0.36446,2.4261,0.20544,0.48828,2.3943,0.22777,0.5834,2.4269,0.23112,0.69266,2.4124,0.24235,0.80224,2.4209,0.24631,0.94097,2.4197,0.25237,1.3071,2.4441,0.2633,1.6525,2.4816,0.27128,2.1555,2.5388,0.28327
174,15338,7.092181,44.66341,0.39583,2.4551,0.20621,0.52481,2.4265,0.22791,0.6208,2.4401,0.23973,0.7293,2.4244,0.24705,0.83728,2.4398,0.25342,0.96989,2.4459,0.25906,1.3278,2.4711,0.2715,1.6707,2.5018,0.28096,2.1692,2.5452,0.29341
175,12453,7.093426,45.31533,0.37548,2.4249,0.20608,0.50243,2.3917,0.22899,0.5986,2.4257,0.23306,0.71131,2.4083,0.24347,0.82176,2.4223,0.24679,0.95969,2.4252,0.25324,1.3267,2.446,0.26307,1.6769,2.4776,0.27128,2.1787,2.5407,0.28303
176,9568,7.09467,45.96724,0.3913,2.3903,0.21104,0.52908,2.3632,0.23564,0.6368,2.4045,0.24698,0.75812,2.3839,0.25551,0.89006,2.3768,0.26077,1.0515,2.37,0.26701,1.5053,2.3499,0.28069,1.9923,2.3149,0.29211,2.7603,2.306,0.30712
177,15560,7.097517,44.61355,0.3937,2.4558,0.20572,0.52245,2.4259,0.22784,0.6182,2.4402,0.23956,0.7271,2.4225,0.24732,0.83714,2.4304,0.25401,0.97009,2.4375,0.26056,1.3285,2.4705,0.27281,1.6708,2.5036,0.28291,2.1716,2.544,0.29582
178,12675,7.098789,45.26547,0.38205,2.4315,0.20707,0.51239,2.3996,0.22856,0.6116,2.4213,0.2331,0.7242,2.4087,0.24314,0.83734,2.4195,0.2462,0.97405,2.421,0.25283,1.3363,2.4539,0.26285,1.6859,2.4828,0.27122,2.1875,2.5427,0.28327
179,9790,7.100142,45.91737,0.37581,2.4,0.2101,0.50193,2.3629,0.23837,0.5969,2.4382,0.24661,0.7125,2.4199,0.25513,0.83003,2.4225,0.25999,0.97996,2.4073,0.26727,1.4044,2.3815,0.27964,1.8873,2.3098,0.29046,2.6085,2.2943,0.30611
180,15782,7.102684,44.5637,0.3912,2.4589,0.20508,0.52027,2.4257,0.22774,0.6164,2.4398,0.23943,0.72602,2.4207,0.24735,0.83715,2.4254,0.25434,0.97357,2.4244,0.26153,1.3343,2.4648,0.27435,1.6795,2.5034,0.2852,2.1871,2.5409,0.29902
181,12897,7.104093,45.21561,0.38734,2.4403,0.20719,0.52058,2.4055,0.22753,0.6216,2.4195,0.23266,0.73308,2.4091,0.24278,0.84625,2.4201,0.24554,0.98172,2.4239,0.25248,1.3423,2.458,0.2629,1.6901,2.4872,0.27133,2.1908,2.5454,0.28352
